39,1.0
29,0.782521545547
24,0.765896430452
32,0.733779924505
11,0.641498696574
17,0.633449734459
19,0.613616363455
27,0.591168502346
5,0.58733686417
7,0.582599831023
25,0.57686008675
26,0.543130649754
28,0.54177513032
1,0.53428956532
30,0.524735326619
15,0.519533646449
13,0.507046420779
2,0.486378764894
37,0.479223409994
3,0.428181002194
16,0.425079439139
9,0.414983349201
14,0.409562221766
36,0.342229352359
10,0.32894155154
0,0.312097231398
35,0.295401684557
18,0.293173223878
34,0.267207735237
20,0.237929431227
4,0.234725441735
38,0.225737262813
12,0.202601197599
22,0.167404617802
33,0.154511143388
6,0.137109719961
8,0.135016462249
21,0.104964315644
31,0.0984588954742
23,0.0
